,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,days_since_1900
12298,0,43,0.345,0.949,4,-3.352,0,0.0621,0.00458,0.00051,0.219,0.0362,149.273,169600,4,6,44363
12299,0,51,0.576,0.687,11,-4.147,0,0.0379,0.118,0.0,0.0979,0.195,115.015,240093,4,13,40542
12300,0,0,0.701,0.866,2,-4.225,0,0.0489,0.559,0.0503,0.0928,0.617,128.994,213306,4,4,39188
12301,0,79,0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267,4,6,43642
12302,0,0,0.719,0.954,7,-2.882,1,0.0583,0.000629,0.0546,0.0365,0.118,128.023,202508,4,7,43425
12303,1,54,0.728,0.646,5,-4.387,0,0.0463,0.422,0.0,0.0899,0.46,103.983,200773,4,13,43278
12304,0,11,0.482,0.21,3,-19.684,1,0.0386,0.609,0.0735,0.065,0.258,71.715,544747,4,10,44065
12305,0,55,0.463,0.102,6,-13.689,0,0.0436,0.989,0.00354,0.111,0.456,133.946,177253,3,8,26104
12306,1,50,0.928,0.402,8,-7.569,0,0.451,0.0257,0.0,0.0804,0.62,139.998,253714,4,16,43124
12307,0,34,0.741,0.919,9,-1.338,0,0.0788,0.0407,0.602,0.162,0.377,160.044,266202,4,16,41532
12308,1,18,0.612,0.897,1,-5.894,1,0.321,0.0656,0.0,0.37,0.63,87.441,205662,4,16,40734
12309,0,76,0.594,0.64,10,-6.865,1,0.033,0.0169,0.0,0.135,0.492,92.871,170457,4,13,44426
12310,0,40,0.592,0.762,1,-6.601,0,0.0686,0.00463,0.157,0.349,0.432,124.968,199750,4,4,43677
12311,0,44,0.686,0.75,11,-4.818,1,0.0838,0.0436,0.0,0.272,0.687,105.051,138283,4,13,44174
12312,0,0,0.559,0.565,3,-8.534,1,0.0498,0.668,0.000315,0.272,0.344,108.241,308307,3,18,34637
12313,1,0,0.782,0.662,1,-7.243,1,0.105,0.025,0.0,0.3,0.102,140.051,181104,3,9,42563
12314,0,0,0.411,0.597,4,-6.139,0,0.0533,0.0324,2.35e-06,0.371,0.77,157.968,137173,4,14,28489
12315,0,8,0.655,0.312,9,-10.143,0,0.0814,0.92,1.9e-06,0.0873,0.814,81.108,171667,4,10,33968
12316,1,44,0.54,0.701,4,-6.112,1,0.0533,0.00367,0.0,0.296,0.427,167.012,208024,4,7,43145
12317,0,63,0.641,0.224,7,-13.081,1,0.0387,0.658,4.55e-06,0.0991,0.177,132.915,338347,4,3,42793
12318,0,0,0.397,0.611,11,-11.764,0,0.0435,0.362,0.569,0.109,0.117,124.201,287933,4,14,37807
12319,0,64,0.593,0.0668,11,-15.268,0,0.0722,0.949,1.31e-05,0.194,0.19,102.456,76974,4,16,43439
12320,0,0,0.732,0.876,10,-4.944,0,0.0623,0.024,0.718,0.0672,0.7,135.013,231111,4,6,42358
12321,1,2,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,131280,4,16,43618
12322,0,0,0.529,0.258,3,-7.342,1,0.0304,0.909,0.0,0.372,0.685,115.253,145087,4,3,40542
12323,1,0,0.483,0.745,3,-4.164,0,0.241,0.27,0.0,0.217,0.431,179.954,245394,4,16,43394
12324,1,46,0.919,0.442,2,-7.948,1,0.155,0.493,0.0,0.233,0.485,110.032,213892,4,9,43285
12325,0,69,0.573,0.581,7,-3.325,1,0.0276,0.148,0.0,0.128,0.188,103.82,221293,4,13,40542
12326,0,1,0.55,0.559,2,-6.285,0,0.0388,0.694,2.41e-05,0.245,0.658,143.83,412333,4,10,40907
12327,0,54,0.423,0.0418,10,-17.75,1,0.0323,0.953,0.0,0.125,0.137,105.901,178067,4,10,20088
12328,0,42,0.552,0.775,0,-5.623,0,0.0315,0.0885,0.0,0.113,0.119,112.019,236690,4,18,43607
12329,0,50,0.32,0.496,9,-9.135,1,0.0357,0.527,0.000937,0.082,0.131,142.428,263067,4,1,30069
12330,0,36,0.718,0.855,9,-4.01,1,0.536,0.451,0.0,0.0517,0.882,127.775,244133,5,13,39564
12331,0,65,0.846,0.331,0,-10.88,1,0.0538,0.211,0.0201,0.109,0.349,117.987,213177,4,13,42697
12332,0,30,0.575,0.0329,10,-20.89,1,0.0483,0.942,0.371,0.0795,0.176,113.527,357627,4,10,42770
12333,0,52,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,227893,4,13,40412
12334,0,47,0.732,0.6,1,-6.127,1,0.0535,0.0307,8.25e-05,0.137,0.238,131.912,200362,4,13,43533
12335,0,68,0.424,0.661,2,-5.547,1,0.0425,0.521,1.62e-06,0.0719,0.384,111.762,195533,4,3,37255
12336,0,0,0.596,0.781,6,-7.522,0,0.111,4.9e-05,0.945,0.624,0.125,140.01,377577,4,21,44002
12337,0,64,0.49,0.362,5,-12.047,0,0.0382,0.762,1.14e-05,0.0671,0.292,108.866,199227,4,13,29469
12338,0,61,0.374,0.0889,4,-17.475,1,0.0356,0.931,6.88e-06,0.111,0.211,96.677,145133,4,13,33968
12339,0,0,0.69,0.871,6,-7.445,0,0.0767,0.00104,0.486,0.287,0.585,131.962,213320,4,13,38716
12340,0,46,0.521,0.613,0,-5.438,1,0.0301,0.111,0.0,0.142,0.394,77.023,221381,4,3,43026
12341,0,18,0.339,0.951,3,-8.084,1,0.19,0.0565,0.149,0.273,0.368,126.825,180200,4,18,40542
12342,0,44,0.587,0.728,1,-6.003,1,0.0545,0.251,0.0104,0.551,0.707,173.989,223733,4,4,41286
12343,1,4,0.665,0.7,4,-3.72,0,0.32,0.234,0.00881,0.265,0.599,96.812,159825,4,9,43082
12344,0,65,0.735,0.466,6,-8.65,0,0.0857,0.239,6.24e-06,0.102,0.643,99.973,208600,4,13,37688
12345,0,0,0.776,0.794,6,-7.722,1,0.0723,0.133,2.35e-05,0.689,0.845,109.277,161813,4,20,27275
12346,0,0,0.311,0.844,0,-4.227,0,0.0639,0.0524,2.67e-05,0.0787,0.188,159.937,250500,4,6,42413
12347,0,0,0.578,0.903,8,-5.223,0,0.0547,0.00742,0.508,0.0958,0.83,106.118,251907,4,4,38763
12348,0,35,0.785,0.798,9,-6.5,0,0.0831,0.415,0.00607,0.39,0.372,112.998,235693,4,9,43173
12349,0,38,0.704,0.595,7,-6.697,1,0.225,0.502,0.0,0.147,0.823,83.872,191429,4,9,41889
12350,0,49,0.735,0.248,10,-12.682,0,0.038,0.89,8.33e-05,0.126,0.315,96.07,200453,4,18,39446
12351,0,76,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,190800,4,13,43586
12352,0,17,0.469,0.55,11,-7.736,0,0.0317,0.399,1.94e-05,0.0849,0.462,143.931,245107,4,8,42905
12353,0,39,0.642,0.954,4,-7.489,0,0.0549,3.24e-05,0.877,0.157,0.233,141.982,354522,4,21,43555
12354,0,57,0.886,0.694,9,-5.322,0,0.0448,0.0123,0.44,0.13,0.962,126.018,214310,4,6,44279
12355,1,63,0.876,0.71,11,-12.908,1,0.347,0.0654,0.00312,0.918,0.724,98.305,218333,4,9,34056
12356,1,54,0.778,0.697,9,-2.278,0,0.0491,0.445,0.0,0.123,0.852,145.949,171400,4,16,44279
12357,0,66,0.448,0.35,5,-16.239,1,0.0393,0.147,2.27e-06,0.0842,0.234,177.279,302933,4,18,30315
12358,0,0,0.718,0.89,2,-3.931,1,0.144,0.139,0.00103,0.341,0.31,124.943,188160,4,13,42777
12359,0,33,0.688,0.484,6,-9.865,1,0.036,0.186,0.587,0.345,0.531,88.825,187453,4,9,42816
12360,0,0,0.58,0.691,0,-12.288,1,0.0333,0.0558,7.62e-05,0.134,0.822,141.385,241160,4,13,33719
12361,0,12,0.72,0.665,2,-9.913,0,0.0453,0.47,0.0012,0.26,0.751,94.942,256333,4,19,38810
12362,0,16,0.762,0.636,1,-8.794,1,0.121,0.134,0.000407,0.0834,0.603,89.984,243907,4,9,35063
12363,0,0,0.529,0.671,5,-7.178,0,0.0741,0.556,0.0036,0.0555,0.89,120.243,357333,4,10,39812
12364,0,60,0.756,0.785,4,-6.195,0,0.0819,0.122,1.28e-06,0.0526,0.943,105.959,174873,4,9,41094
12365,0,31,0.911,0.625,10,-9.05,0,0.365,0.0264,0.0,0.245,0.795,96.631,377800,4,9,31776
12366,0,0,0.594,0.584,5,-5.986,1,0.0489,0.756,3.16e-05,0.149,0.771,102.933,380400,4,10,39812
12367,0,72,0.698,0.774,0,-8.642,1,0.048,0.12,2.26e-06,0.394,0.731,133.197,270720,4,5,31411
12368,0,71,0.567,0.789,5,-5.986,1,0.115,0.0156,0.0,0.382,0.438,163.96,207133,4,13,43047
12369,0,57,0.507,0.535,1,-9.051,1,0.0261,0.00215,0.495,0.111,0.403,78.049,479067,4,18,34462
12370,0,0,0.532,0.916,11,-4.24,1,0.0371,0.011,0.0,0.285,0.84,134.316,217853,4,13,39446
12371,0,65,0.527,0.418,4,-10.205,0,0.0277,0.142,0.781,0.139,0.217,129.517,196905,4,12,34175
12372,0,35,0.582,0.865,6,-2.875,0,0.038,0.00168,0.367,0.173,0.416,125.954,185714,4,13,42770
12373,1,50,0.573,0.66,9,-7.652,1,0.114,0.349,0.00256,0.214,0.405,137.804,223468,4,9,43383
12374,0,0,0.777,0.499,9,-7.314,0,0.0514,0.00853,0.832,0.0695,0.631,123.969,340773,4,4,39209
12375,0,59,0.464,0.462,2,-14.093,0,0.0406,0.657,0.527,0.124,0.557,124.033,319773,4,18,25832
12376,0,15,0.514,0.594,2,-6.509,1,0.0617,0.302,0.0,0.0838,0.951,120.697,269249,4,10,25567
12377,0,40,0.782,0.444,5,-7.081,1,0.0489,0.00904,0.0101,0.0887,0.882,104.975,202000,4,13,41638
12378,0,0,0.201,0.0628,0,-20.923,1,0.0396,0.808,0.785,0.423,0.113,78.221,306500,3,2,26663
12379,0,0,0.648,0.947,4,-6.617,0,0.0369,0.0114,0.0567,0.105,0.602,113.255,245360,4,13,31493
12380,0,70,0.54,0.11,8,-19.885,1,0.0328,0.498,0.000614,0.0781,0.172,76.068,290132,4,13,44566
12381,1,77,0.598,0.252,2,-15.086,1,0.0644,0.194,0.133,0.0992,0.0352,120.064,238307,4,9,42148
12382,0,65,0.225,0.689,8,-9.12,1,0.0555,0.469,0.813,0.337,0.5,93.798,102080,4,18,28529
12383,0,58,0.583,0.593,8,-7.833,1,0.281,0.555,0.0,0.136,0.841,66.418,178763,4,9,43152
12384,0,0,0.487,0.944,11,-6.78,0,0.0823,0.000135,0.601,0.0905,0.392,96.552,312707,4,18,31472
12385,0,0,0.404,0.969,8,-2.938,1,0.195,8.51e-05,0.0114,0.268,0.29,173.878,245227,4,12,38612
12386,1,41,0.942,0.832,10,-3.883,0,0.348,0.108,0.0,0.261,0.389,111.042,212613,4,16,44452
12387,0,59,0.557,0.0958,8,-18.457,1,0.0542,0.99,0.872,0.145,0.202,112.819,300413,4,2,40884
12388,0,52,0.638,0.768,9,-7.085,0,0.08,0.00468,0.000103,0.141,0.253,127.836,270453,4,9,42235
12389,1,1,0.66,0.751,4,-6.78,1,0.398,0.0217,0.0488,0.0542,0.612,152.784,93040,4,14,39902
12390,0,21,0.552,0.762,11,-4.82,0,0.0607,0.0175,1.67e-06,0.1,0.397,137.988,171490,4,7,43145
12391,0,45,0.534,0.79,7,-6.721,1,0.0407,0.347,0.00124,0.0916,0.653,149.905,178229,4,18,43642
12392,0,2,0.275,0.96,8,-9.484,1,0.104,0.226,0.0,0.107,0.598,171.909,98599,4,14,30194
12393,1,0,0.772,0.885,1,-4.736,1,0.0847,0.193,9.48e-06,0.0953,0.512,94.98,205360,4,9,41259
12394,0,43,0.213,0.486,8,-7.644,0,0.0608,0.147,0.79,0.0569,0.0924,76.134,278000,3,12,42900
12395,0,56,0.501,0.927,7,-4.58,1,0.0292,0.00686,0.0,0.131,0.611,139.961,211093,4,12,41078
12396,1,0,0.831,0.814,5,-5.18,1,0.474,0.391,0.0,0.109,0.846,161.041,214854,4,16,42997
12397,0,20,0.696,0.954,10,-8.439,0,0.0779,0.00889,0.0136,0.403,0.469,134.977,223222,4,6,44223
12398,0,0,0.336,0.942,4,-13.02,0,0.1,0.0945,0.00143,0.141,0.322,107.094,73117,4,14,40370
12399,0,0,0.37,0.515,2,-9.487,0,0.0321,0.0233,0.205,0.0966,0.42,115.732,467320,4,18,25470
12400,1,0,0.867,0.768,0,-2.454,1,0.272,0.348,2.93e-05,0.107,0.802,95.397,206947,4,9,37787
12401,0,0,0.369,0.964,7,-9.192,1,0.0375,0.00197,0.9,0.147,0.2,141.011,370826,4,21,43858
12402,0,0,0.79,0.482,1,-7.232,0,0.186,0.245,3.22e-06,0.0922,0.258,145.986,223687,4,16,42792
12403,0,14,0.774,0.879,0,-4.976,0,0.0956,0.00478,0.809,0.0982,0.494,127.987,205080,4,13,42571
12404,0,28,0.658,0.822,2,-6.197,1,0.0366,0.0639,0.00109,0.113,0.741,91.012,186627,4,13,44227
12405,0,31,0.365,0.935,1,-5.727,1,0.0452,0.00572,0.896,0.53,0.0362,125.999,406707,4,7,39004
12406,0,0,0.839,0.543,0,-8.397,1,0.0477,0.00787,0.484,0.0453,0.938,116.212,379400,4,5,30680
12407,1,54,0.92,0.472,1,-7.941,1,0.333,0.166,0.0,0.068,0.308,97.463,219833,4,9,41413
12408,1,56,0.697,0.827,7,-4.623,1,0.0683,0.0313,0.0,0.292,0.769,164.116,275922,4,13,44279
12409,1,7,0.634,0.763,10,-7.59,0,0.38,0.875,0.0187,0.137,0.69,84.276,231920,4,9,37041
12410,0,39,0.833,0.497,11,-9.258,1,0.0652,0.0979,0.0491,0.119,0.141,123.029,249268,4,6,42599
12411,0,0,0.701,0.738,1,-4.398,1,0.0324,0.0381,0.00527,0.22,0.796,144.046,210267,4,4,40026
12412,0,67,0.631,0.713,5,-7.124,1,0.0311,0.00204,0.000344,0.414,0.891,130.949,212907,4,5,43180
12413,1,3,0.753,0.583,11,-7.782,0,0.328,0.0815,7.58e-05,0.181,0.544,95.028,194500,4,9,42977
12414,1,0,0.85,0.624,7,-8.372,1,0.211,0.0261,0.0,0.0531,0.596,117.961,197904,4,16,43045
12415,0,5,0.695,0.527,6,-7.694,1,0.419,0.299,0.172,0.111,0.524,172.078,175814,4,16,43472
12416,0,56,0.688,0.77,1,-5.134,1,0.0292,0.0138,0.00209,0.112,0.386,120.975,186465,4,15,44228
12417,0,19,0.78,0.663,1,-6.441,1,0.275,0.291,0.0,0.138,0.669,92.95,185440,4,16,37924
12418,1,68,0.834,0.621,7,-6.156,1,0.0821,0.0918,0.0,0.0759,0.613,140.05,244506,4,16,43425
12419,0,50,0.376,0.179,2,-17.14,1,0.0372,0.789,0.185,0.108,0.19,140.25,482122,4,15,44426
12420,0,38,0.682,0.905,11,-2.782,0,0.0716,0.134,0.898,0.307,0.608,145.073,215192,4,16,42757
12421,0,25,0.649,0.895,5,-4.057,0,0.042,0.00381,0.871,0.108,0.207,127.977,328594,4,6,41342
12422,0,55,0.42,0.0876,3,-28.052,1,0.0425,0.995,0.9,0.102,0.278,82.496,266213,4,2,43348
12423,0,0,0.778,0.615,11,-8.675,1,0.0397,0.104,0.000112,0.0797,0.769,116.534,257043,4,15,41342
12424,1,71,0.619,0.502,0,-8.097,0,0.249,0.178,0.0,0.155,0.38,174.196,134483,4,7,44230
12425,0,5,0.525,0.556,2,-6.914,0,0.0448,0.884,0.00101,0.219,0.916,112.691,173227,3,10,44069
12426,0,0,0.615,0.865,9,-2.923,1,0.11,0.781,0.341,0.353,0.935,102.677,243289,4,19,43075
12427,0,5,0.797,0.553,2,-9.43,1,0.0357,0.656,0.000381,0.0412,0.966,106.734,352320,4,10,29219
12428,0,64,0.475,0.149,4,-11.429,1,0.0395,0.844,0.0,0.14,0.318,95.423,105500,4,15,42030
12429,0,0,0.804,0.893,0,-5.685,1,0.198,0.0212,0.724,0.16,0.417,144.963,258943,4,6,42647
12430,0,0,0.549,0.538,10,-11.546,0,0.0311,0.0152,0.00457,0.691,0.306,102.844,370707,4,18,37023
12431,1,62,0.839,0.386,0,-10.847,1,0.426,0.425,0.0,0.105,0.675,90.121,161333,4,16,44230
12432,1,42,0.876,0.77,11,-4.782,0,0.0409,0.00269,1.8e-05,0.353,0.336,126.042,201429,4,6,44272
12433,0,0,0.679,0.626,5,-5.31,0,0.182,0.307,0.125,0.273,0.634,92.037,186115,4,20,41799
12434,0,65,0.855,0.856,9,-2.574,0,0.105,0.000926,0.00271,0.959,0.516,127.989,270054,4,13,41973
12435,0,68,0.831,0.452,5,-5.111,0,0.047,0.0803,0.0,0.359,0.534,93.04,180053,4,7,44020
12436,1,58,0.827,0.591,5,-7.504,0,0.0744,0.0307,0.0,0.273,0.402,142.113,202835,4,9,43124
12437,0,0,0.754,0.877,4,-4.59,0,0.079,0.0876,0.0,0.219,0.771,115.021,186851,4,9,40542
12438,0,0,0.618,0.783,11,-5.003,1,0.0937,0.216,0.0,0.07,0.541,91.058,247853,4,9,41273
12439,0,11,0.699,0.808,8,-6.798,0,0.25,0.00356,0.000242,0.337,0.401,121.24,227499,5,9,43523
12440,0,78,0.62,0.869,6,-5.479,1,0.0462,0.615,0.0,0.131,0.597,126.019,216573,4,3,44202
12441,1,8,0.902,0.747,6,-6.574,1,0.239,0.0397,1.54e-05,0.238,0.86,85.973,227707,4,9,35226
12442,0,13,0.673,0.929,1,-5.257,0,0.273,0.0341,0.000649,0.355,0.177,126.023,243810,4,6,43008
12443,0,60,0.512,0.426,11,-7.529,1,0.0601,0.857,0.0,0.133,0.289,92.755,190000,4,13,44230
12444,1,52,0.85,0.844,10,-6.303,0,0.101,0.191,0.00254,0.13,0.0827,140.035,235707,4,16,43614
12445,0,76,0.757,0.598,11,-7.777,1,0.058,0.0904,0.551,0.15,0.18,124.951,210233,4,13,44405
12446,0,0,0.324,0.218,11,-17.917,0,0.0491,0.995,0.934,0.0613,0.387,133.683,192093,4,8,40383
12447,1,39,0.65,0.564,0,-7.111,1,0.147,0.187,0.0046,0.181,0.366,82.884,261462,4,9,43152
12448,0,40,0.369,0.918,10,-5.186,0,0.0814,0.0123,2.72e-06,0.113,0.356,173.939,235172,4,6,42408
12449,0,36,0.613,0.761,9,-7.468,1,0.0343,0.00693,0.000151,0.27,0.443,105.274,197600,4,18,38304
12450,1,71,0.877,0.477,9,-7.379,0,0.0587,0.307,0.0,0.0929,0.552,127.023,226743,4,13,43292
12451,0,3,0.695,0.503,10,-7.398,1,0.0363,0.736,0.000613,0.197,0.715,114.416,178080,4,10,44069
12452,0,37,0.474,0.862,0,-10.511,1,0.106,0.041,0.0,0.42,0.627,143.856,290533,4,18,30072
12453,0,44,0.712,0.704,1,-8.817,1,0.0663,0.202,0.00317,0.139,0.54,80.936,318067,4,18,33872
12454,0,25,0.502,0.96,2,-3.345,1,0.0485,0.0847,0.00424,0.179,0.94,159.958,205133,4,3,41608
12455,0,0,0.732,0.825,2,-5.933,1,0.283,0.463,1.21e-06,0.258,0.915,91.257,274133,4,9,34698
12456,0,59,0.627,0.716,2,-7.175,1,0.0352,0.127,0.0,0.0344,0.734,101.99,186067,4,3,36471
12457,1,56,0.883,0.706,11,-6.463,1,0.117,0.0909,0.0,0.158,0.852,135.031,200933,4,16,43614
12458,0,38,0.654,0.915,2,-6.0,0,0.0371,0.00769,0.527,0.0539,0.571,119.952,249387,4,4,40467
12459,0,0,0.813,0.794,7,-4.651,1,0.132,0.0178,0.682,0.0728,0.597,126.019,188571,4,6,42550
12460,0,47,0.678,0.87,6,-3.132,1,0.182,0.0556,0.0,0.0534,0.228,127.765,193359,4,13,43368
12461,0,0,0.588,0.808,5,-6.611,0,0.361,0.319,0.00104,0.183,0.535,159.723,197680,4,9,40348
12462,0,34,0.522,0.666,10,-12.842,0,0.0421,0.000251,0.746,0.271,0.104,144.989,317772,4,18,44108
12463,0,4,0.452,0.385,2,-9.882,0,0.0361,0.88,0.338,0.467,0.601,145.455,232507,4,10,33968
12464,0,46,0.52,0.772,2,-6.067,1,0.0312,0.0581,0.0,0.0929,0.281,92.523,176080,4,8,43551
12465,0,53,0.711,0.412,2,-13.873,1,0.0659,0.308,0.00126,0.0882,0.849,123.35,209267,4,18,32516
12466,0,47,0.642,0.697,5,-6.807,1,0.0368,0.0244,1.56e-06,0.112,0.58,144.185,241733,4,11,37255
12467,0,1,0.743,0.42,10,-8.278,1,0.0403,0.606,1.66e-05,0.0509,0.657,120.245,158400,4,19,26663
12468,0,0,0.59,0.698,11,-4.262,1,0.0286,0.000176,0.0,0.107,0.352,95.975,224093,4,9,40265
12469,0,22,0.616,0.916,0,-4.738,1,0.0431,0.0419,0.224,0.141,0.295,110.105,154870,4,6,42545
12470,1,46,0.671,0.365,11,-10.246,0,0.0729,0.438,2.66e-05,0.104,0.114,144.027,204929,4,9,43614
12471,0,0,0.602,0.338,0,-13.33,1,0.0273,0.356,0.000183,0.0665,0.778,81.434,141640,4,18,36922
12472,0,0,0.445,0.949,2,-4.682,1,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,168960,4,13,27028
12473,0,12,0.381,0.292,7,-13.469,0,0.032,0.75,0.0,0.237,0.446,116.582,207587,3,1,41638
12474,0,62,0.541,0.608,7,-13.083,1,0.106,0.298,0.0,0.234,0.938,171.992,160080,4,0,21184
12475,0,55,0.62,0.406,0,-10.421,1,0.0281,0.722,6.73e-06,0.114,0.695,101.489,146840,4,3,36524
12476,0,0,0.64,0.559,6,-10.335,0,0.0447,0.323,6.01e-06,0.0512,0.823,80.286,290493,4,13,42319
12477,1,0,0.554,0.623,2,-8.926,1,0.0799,0.00179,0.00269,0.101,0.156,82.848,161451,4,16,44139
12478,0,8,0.865,0.724,6,-7.15,1,0.0854,0.0303,0.0,0.111,0.507,99.75,272040,4,9,44167
12479,0,1,0.385,0.598,10,-10.915,1,0.0883,0.72,3.8e-05,0.737,0.585,137.991,1192907,4,10,37985
12480,0,59,0.512,0.304,0,-9.19,1,0.0318,0.295,0.000622,0.118,0.172,126.078,154435,5,13,41273
12481,0,62,0.551,0.628,2,-13.799,1,0.036,0.0336,0.000194,0.151,0.777,142.167,212893,4,13,29888
12482,0,73,0.457,0.406,9,-7.462,1,0.0291,0.08,0.0,0.117,0.208,151.95,223067,3,13,37409
12483,0,52,0.598,0.516,1,-12.487,0,0.0413,0.174,1.32e-06,0.0816,0.671,154.446,199399,4,18,25718
12484,0,49,0.813,0.697,4,-4.995,1,0.041,0.00775,0.689,0.0996,0.673,122.008,342295,4,7,42578
12485,0,37,0.515,0.694,1,-4.375,1,0.0312,0.0849,5.31e-05,0.069,0.272,139.95,267857,4,6,41860
12486,1,86,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,4,16,43215
12487,0,4,0.595,0.773,9,-4.736,0,0.0549,0.0364,0.00108,0.334,0.711,180.073,173628,4,11,43159
12488,0,0,0.366,0.964,10,-7.017,1,0.0704,0.255,0.721,0.511,0.405,122.251,93307,4,13,34791
12489,0,64,0.871,0.513,7,-8.516,0,0.101,0.093,0.00302,0.352,0.647,111.976,192467,4,15,44356
12490,0,42,0.553,0.76,6,-5.288,0,0.0489,0.00282,0.00772,0.364,0.213,131.986,216364,4,6,42333
12491,0,63,0.494,0.243,5,-9.083,0,0.0316,0.822,0.00225,0.147,0.0722,126.063,268854,4,13,42326
12492,0,41,0.341,0.972,9,-6.507,1,0.152,0.000748,0.00821,0.18,0.388,178.792,110560,4,14,30315
12493,0,0,0.697,0.386,7,-11.746,0,0.0798,0.306,0.0,0.0682,0.554,99.796,170547,4,18,30315
12494,0,59,0.362,0.826,0,-5.416,1,0.0449,0.0277,0.0,0.176,0.596,147.204,218897,4,18,42620
12495,0,0,0.5,0.98,4,-2.535,0,0.137,0.00875,0.257,0.158,0.285,159.92,239004,4,7,42746
12496,1,0,0.892,0.547,1,-7.639,1,0.0504,0.0344,0.0716,0.0539,0.829,116.977,240520,4,9,41728
12497,0,45,0.646,0.415,2,-8.417,1,0.041,0.822,0.0,0.165,0.452,148.034,206490,4,13,41242
12498,0,36,0.556,0.508,7,-10.325,1,0.213,0.219,0.0118,0.0985,0.495,87.836,185232,4,16,42340
12499,1,81,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,237735,4,9,43838
12500,0,26,0.44,0.878,2,-7.837,1,0.0427,0.00366,0.00125,0.353,0.544,91.968,347280,4,18,37562
12501,0,54,0.649,0.918,8,-2.285,0,0.17,0.000592,0.012,0.138,0.671,149.8,195200,4,6,44328
12502,0,0,0.481,0.867,9,-5.163,1,0.0336,0.00267,2.2e-06,0.156,0.834,136.896,165013,4,13,35336
12503,0,0,0.524,0.393,5,-13.307,1,0.042,0.705,0.0,0.485,0.651,117.659,145040,4,1,36524
12504,0,0,0.403,0.273,5,-15.821,1,0.276,0.595,1.01e-05,0.0765,0.32,166.661,225856,4,15,40842
12505,0,78,0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,307154,4,5,36890
12506,0,41,0.571,0.519,2,-7.821,1,0.0278,0.0589,0.0791,0.0765,0.51,115.431,288467,4,12,38351
12507,0,0,0.49,0.15,9,-17.128,0,0.0551,0.976,0.895,0.0923,0.824,148.637,186125,4,10,41273
12508,0,40,0.792,0.795,10,-8.051,0,0.0862,0.0129,0.705,0.05,0.356,126.025,179315,4,4,44426
12509,0,0,0.636,0.518,7,-13.845,1,0.0342,0.0619,0.000131,0.118,0.526,118.076,213827,4,18,30950
12510,0,64,0.639,0.903,11,-5.013,0,0.0371,0.00963,7.06e-05,0.174,0.96,135.938,246173,4,18,39159
12511,0,0,0.327,0.39,6,-9.094,0,0.0337,0.745,0.000339,0.198,0.401,177.357,155027,3,10,23892
12512,0,75,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,156347,4,13,43530
12513,0,78,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4,13,43551
12514,0,13,0.609,0.39,4,-6.785,0,0.0322,0.795,0.0,0.125,0.706,76.492,206252,4,13,43901
12515,0,12,0.556,0.435,7,-7.996,0,0.0454,0.306,0.0,0.0716,0.0613,125.829,215238,4,7,42534
12516,0,77,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827,4,15,41273
12517,1,45,0.635,0.647,4,-8.957,0,0.315,0.0467,0.0,0.213,0.745,75.923,361832,4,9,41147
12518,0,58,0.538,0.775,7,-5.48,1,0.0291,0.0053,0.0,0.0807,0.614,154.889,182213,4,3,41902
12519,0,55,0.592,0.924,2,-2.85,0,0.0676,0.014,0.0,0.0938,0.16,127.999,217773,4,4,42137
12520,0,0,0.929,0.526,9,-9.688,1,0.0912,0.0268,0.0017,0.144,0.84,124.177,457015,4,17,30315
12521,0,0,0.271,0.00352,6,-34.43,1,0.0459,0.996,0.869,0.0924,0.122,71.903,202307,3,2,43754
12522,0,0,0.844,0.773,2,-6.002,1,0.214,0.182,0.0,0.82,0.581,122.941,261500,4,9,42140
12523,1,67,0.861,0.487,6,-8.533,1,0.131,0.0632,0.0,0.144,0.707,92.998,171232,4,9,44356
12524,0,40,0.616,0.796,11,-4.215,1,0.105,0.00374,3.51e-05,0.651,0.541,128.08,242827,4,6,40542
12525,0,43,0.656,0.878,9,-4.678,1,0.0616,0.142,0.15,0.145,0.317,196.007,230412,4,7,42640
12526,1,0,0.474,0.848,9,-2.4,0,0.371,0.437,0.0,0.486,0.559,73.92,214208,4,9,41840
12527,0,63,0.429,0.543,5,-9.139,1,0.0347,0.536,2.54e-05,0.125,0.693,122.619,145107,4,13,38716
